reviews.rating,reviews.text,reviews.title
1,"This thing is a disaster. Unless you are a child or have never used a tablet in your life, you are in for disappointment. They've blocked the Google store, so good luck downloading most of the games you like. Youtube? owned by Google, so again, can't download the app. You CAN get there with the web browser, but why should you have to? I tried to download 3 games-- NONE of which would even load. In short, I owned it less than 16 hours. Waste of my time. Save your money and buy a Samsung Galaxy Tablet.",Wish I could give 0 stars
1,"We purchased the tablet on December 4th, 2015 and by January 8th, 2016 the tablet shut off completely and does not work an will not turn on. This was a waste of money.",Lasted less than a month
1,"Ok for kids to mess around with, but not very good quality",Not great
1,The kindle continues to freeze up when watching a movie. It will also freeze randomly.,Freezes up.
1,I thought this would be a good idea to buy my children. After I spoke with an associate at best buy and explained that I wanted this my my small children so they could play on YouTube he told me that it would work food for that. Well that was not the case I cannot ever get on you tube and my kids have not even used it after they initially tried.,very disappointed
1,"I ordered two of these tablets, one for 4 yr old, and another for mom. It is not user friendly, difficult to use and full of advertisements even when not online. Comes with games that kids enjoy, but very limited on other application options. Book ordering requires monthly subscriptions. We have purchased another product for mom, and the 4 yr old quickly got bored with the limited options, and I got frustrated trying to navigate.","Fine for kids, not for adults"
1,Did not work right out of the box; bad hard drive. Read other reviews that stated the same issue. Would not recommend to anyone. Save your money.,Amazon - Fire...you mean Fizzle.
1,"I returned and got the 8"" since this turned this product and would not turn on. I got another since it was a gift.",Did not work
1,Pretty tangerine color. First tablet had bad earphone jack; Second product would not connect to wifi no matter where we tried. All of our other tablets work fine.We will order another Amazon fire tablet.,2 identical tablets & 2 different problems
1,You cannot download any other internet service you're subject to very limited options to do things on it wish I could not have bought it,bad tablet
1,"I understand you get what you pay for but come on Amazon. You make millions a day and you allow this product to be on your lineup. The only thing this tablet is good for is collecting dust. In my opinion, if any company is going to integrate the AndroidOS at least make it user friendly and 100% open. It's basically like purchasing half of a device or a demo device.",Waste of production funds by Amazon
1,Tablet was ok when it worked. Seemed to always have to reset our Wi-Fi at home for this one item. Everything else worked fine.,Has problems all the time connecting to WI_FI
1,"I've had amazon tablets in the past and this is the far worst I've bought. It was slow, drained the battery, kicking me out of the apps all the time.",ehhh
1,It started cutting off and on by itself!!! Its like it had a mind of its own!!!,Not really a good tablet!
1,"NO connection to WIFI, Nook Color, HD+ work on it.",Fire device would not connect to WiFi
1,Most apps you have to pay for basic apps like YouTube will not download without inputting credit card information what tablet for child not plausible to put in credit card information,Sucks
